3.888435588,2.720720271,4.700560383,2.951562282,5.933333333,12.81252997,4.4,8.71688922,5.92,14.09630391,357.6945667
4.579060606,3.105373559,4.223300433,3.406130281,5.9,14.99648219,-0.2,11.83106643,6.386666667,30.94238102,357.4426667
5.464437229,3.012979452,4.181519897,3.327993262,6.033333333,16.11727323,-0.1,12.53484016,6.376666667,21.71659532,350.4017667
4.727850115,4.36015701,3.474946813,5.249638185,5.933333333,18.52275609,-1.7,12.55242364,5.896666667,13.22006793,326.6450667
3.561364044,3.411643485,3.445597204,4.681357303,5.766666667,12.03095164,-3.5,12.35658581,6.083333333,11.10397324,306.8145
4.300590909,5.189441403,3.175498198,5.660818804,5.7,14.40325497,-4.3,11.04983063,6.113333333,9.712713875,303.4515
4.722949275,5.348422123,2.985055556,6.400336534,5.566666667,14.68017295,-2.6,11.41706752,6.36,14.57238599,301.1034667
5.151166667,6.701924835,3.278746932,7.070305161,5.366666667,19.78257433,-3.1,12.01438669,6.366666667,20.58849467,301.08
6.511244019,7.45718709,4.028615301,7.556637158,4.933333333,18.51643032,-1.4,11.40093145,6.636666667,9.459996844,280.7034
7.811139971,6.264004192,5.456416265,5.613685515,4.933333333,17.50311235,2.5,10.55006338,6.856666667,0.332027616,264.88
10.53167084,4.775631441,6.608481952,4.438022148,4.8,12.96396488,6.4,8.643129273,7.193333333,0.378653202,265.0828333
9.976507936,4.092210519,8.081404516,1.825618206,4.766666667,16.50797504,9,6.65261832,6.766666667,-10.92577303,274.9249333
9.309472545,0.682624409,9.452022029,-0.86575136,5.133333333,4.868775237,6.4,6.131732018,7.14,-13.58971251,290.4618667
11.20077273,-0.211064737,10.0246265,-0.468651903,5.2,2.528731971,-2.7,5.703714971,7.606666667,-14.78941581,279.9035
12.05272727,-0.670772878,10.84707648,-0.413230246,5.633333333,1.47785941,-7,5.37246081,7.98,-36.6451615,297.4492
9.303084227,-2.014873309,11.37371453,-1.594381953,6.6,-0.701210509,0,5.612200313,7.61,-30.7417687,299.9503
6.279471785,-2.355620054,10.56015145,0.117776271,8.266666667,-10.98770497,16.5,5.670274233,7.666666667,-12.45777283,293.0971333
5.424617605,-1.851581998,9.114149652,1.424453683,8.866666667,-15.16435861,21.6,8.064982691,8.103333333,8.391231922,292.3645
6.144249639,0.813344901,8.326739255,2.429471558,8.466666667,-3.145954802,12,10.58429891,8.3,23.7757352,298.0864333
5.388047138,2.506284686,7.124774258,4.956434416,8.3,-3.258134833,13.8,11.45080172,7.936666667,28.53882836,303.5172333
4.810381025,5.977907411,6.148875292,6.102500724,7.733333333,22.83426327,4.7,12.6904472,7.743333333,26.75332874,302.2494667
5.195939394,5.965144618,5.840956202,5.360927868,7.566666667,29.64077306,-0.5,12.05629889,7.83,15.2043271,299.1011667
5.283679654,4.784670064,5.439187383,4.997354935,7.733333333,22.06172342,-4.1,11.09271935,7.69,22.14808792,290.8759667
4.876342868,4.209491581,5.057649332,5.236424741,7.766666667,20.81693132,-6.6,12.26622015,7.08,18.16392561,293.6853333
4.676916204,3.115552932,5.733822221,4.394413579,7.5,17.26926202,-21.1,12.48371848,7.423333333,2.790292283,285.4336667
5.153852814,4.334488707,6.576036594,4.034023664,7.133333333,19.64530595,-21.1,12.18162211,7.343333333,0.302936572,275.1647333
5.820999964,5.617165733,6.366901294,3.930536446,6.9,24.39046187,-20.6,11.83766953,7.37,-2.248173858,266.1035333
6.513587302,4.873971413,6.385291437,4.134332566,6.666666667,23.4557339,-29.6,10.32918471,7.65,-5.697278422,246.8233333
6.780741346,4.059804622,6.275180952,3.578541563,6.333333333,19.46961949,-38.7,8.83521308,8.043333333,-7.54982826,237.7702
